RB,,,,,,,,,,,,,,,,,,,,,,,,
Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"Scenario SB,  Case DH",751.2102395,749.8295655,752.5712711,754.2553011,762.0843296,754.6730418,750.952576,885.7215619,886.4463336,892.7161615,897.9319375,880.5776622,755.4039859,752.5971112,751.45765,750.9497322,882.8316396,758.2130166,754.1254596,754.0460766,752.0798542,744.8192302,882.7941936,899.3431996
"Scenario SB,  Case DL",1234.962875,1234.964995,1234.957656,1234.959104,1234.96179,1234.96019,1212.449949,1325.154462,1325.15302,1325.105108,1325.135977,1325.140785,1325.162902,1212.45069,1212.451299,1212.451381,1325.145122,1325.136022,1212.450671,1212.45028,1212.451412,1234.953061,1030.480224,1030.919283
"Scenario SB,  Case EH",1709.942335,1709.942335,1709.942335,0,0,1079.945555,0,0,1079.945555,1688.043824,0,1079.945555,0,600,0,0,1709.942335,0,600,1200,600,0,269.946215,89.947135
"Scenario SB,  Case EL",1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1399.941875,1400
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"Scenario PD, Case D",783.4525142,775.6906962,799.549975,800.7887576,803.088168,800.9819957,789.3307468,900.9717995,901.4737958,915.3405313,915.1719403,890.068914,841.0111886,794.2011595,791.7040626,792.3756657,856.0506451,839.3520881,786.9678647,786.7082394,786.9427886,784.9063754,913.5449661,943.2784714
"Scenario PD, Case E",1529.942675,1349.942435,1709.942335,1349.942435,1259.942895,1169.942775,1799.941875,1649.930115,1799.941875,1709.942335,1619.942215,1349.942435,1619.942215,1169.943355,1619.942215,1799.941875,1799.941875,1349.942435,1799.941875,1349.942435,1799.941875,1799.941875,1799.941875,989.943115
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"Scenario SHP,  Case DH",756.3467083,756.8220217,757.9977491,761.0402863,772.2605469,764.8225059,755.5329556,854.4838335,854.3868937,855.6109031,855.9700618,853.8094924,768.0399379,766.5882158,764.2458872,762.94188,855.2548853,770.2136007,768.1485892,767.0421774,766.1543848,758.4926888,888.7619504,905.2168739
"Scenario SHP,  Case DL",1246.200875,1246.20054,1246.200707,1246.20051,1246.200739,1246.20045,1212.435118,1292.650351,1293.26135,1292.733421,1292.627243,1292.001733,1294.619649,1212.441195,1212.440696,1212.434403,1292.292923,1291.806433,1212.440632,1212.44615,1212.442924,1246.215601,1030.564701,1030.568147
"Scenario SHP,  Case EH",1709.942335,0,1709.942335,0,1709.942335,0,0,0,1709.942335,1709.942335,0,1709.942335,0,0,629.944375,0,1709.942335,0,0,0,0,0,629.944375,0
"Scenario SHP,  Case EL",1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1799.941875,1800,1800,1799.941875,1799.941875,1399.941875,1400
